City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
344,blackwater,-23.5833,148.8833,14.6,47,0,3.1,AU,1724009089
345,masterton,-40.9597,175.6575,4.81,98,100,2.56,NZ,1724009090
346,camana,-16.6228,-72.7111,19.06,71,13,4.49,PE,1724009091
347,nurabad,34.0734,47.9725,24.36,22,0,0.98,IR,1724009093
348,karratha,-20.7377,116.8463,18.51,43,0,4.66,AU,1724009094
349,miles city,46.4083,-105.8406,30.54,48,0,2.57,US,1724009095
350,anaconda,46.1285,-112.9423,29.66,24,0,2.99,US,1724009096
351,dudinka,69.4058,86.1778,15.8,71,100,3.37,RU,1724009097
352,cannonvale,-20.2833,148.7,19.66,83,2,3.41,AU,1724009098
353,solnechnyy,50.7214,136.6319,11.43,68,6,2.25,RU,1724009100
354,nikolayevsk-on-amure,53.1406,140.73,7.91,95,5,1.74,RU,1724009101
355,la tuque,47.4334,-72.7824,22.14,83,100,2.06,CA,1724009102
356,arraial do cabo,-22.9661,-42.0278,26.98,73,0,7.72,BR,1724009103
357,pisco,-13.7,-76.2167,16.12,88,100,2.57,PE,1724009104
358,niort,46.3333,-0.3333,19.54,58,46,3.69,FR,1724009105
359,yarmouth,41.7057,-70.2286,25.05,79,20,3.09,US,1724009107
360,georgiyevka,43.0369,74.7114,18.02,68,20,6.0,KZ,1724009108
361,akureyri,65.6835,-18.0878,6.96,70,75,4.63,IS,1724009109
362,brookings,44.3114,-96.7984,26.77,64,20,3.6,US,1724008969
363,dhuusamarreeb,5.535,46.3861,27.22,52,100,10.77,SO,1724009111
